age_A,age_B,height_A,height_B,reach_A,reach_B,stance_A,stance_B,weight_A,weight_B,won_A,won_B,lost_A,lost_B,drawn_A,drawn_B,kos_A,kos_B,result,decision,judge1_A,judge1_B,judge2_A,judge2_B,judge3_A,judge3_B
23,29,178,179,180,,southpaw,southpaw,153,,23,14,1,1,0,1,10,5,win_A,KO,,,,,,
23,,178,,180,,southpaw,southpaw,158,,22,3,1,14,0,2,9,2,win_A,TKO,,,,,,
23,28,178,,180,,southpaw,southpaw,,,21,0,1,9,0,4,8,0,win_A,TKO,,,,,,
23,27,178,,180,,southpaw,southpaw,,,20,6,1,5,0,1,8,0,win_A,PTS,,,,,,
23,34,178,176,180,,southpaw,southpaw,,154,19,4,1,21,0,2,8,0,win_A,PTS,,,,,,
23,31,178,177,180,,southpaw,southpaw,,,18,7,1,5,0,1,7,6,win_A,TKO,,,,,,
22,32,178,182,180,185,southpaw,southpaw,,,18,26,0,5,0,0,7,10,win_B,MD,113,115,113,115,113,113
22,,178,,180,,southpaw,southpaw,,154,17,15,0,11,0,0,6,7,win_A,TKO,,,,,,
22,32,178,183,180,,southpaw,southpaw,,,16,11,0,42,0,2,6,3,win_A,PTS,,,,,,
22,26,178,,180,,southpaw,southpaw,,,15,3,0,9,0,3,5,2,win_A,TKO,,,,,,
22,36,178,174,180,,southpaw,southpaw,,154,14,9,0,8,0,0,5,6,win_A,PTS,,,,,,
22,31,178,183,180,,southpaw,southpaw,154,,13,10,0,41,0,2,5,3,win_A,PTS,,,,,,
22,34,178,,180,,southpaw,southpaw,,,12,5,0,29,0,1,5,1,win_A,PTS,,,,,,
21,26,178,,180,,southpaw,southpaw,152,,11,3,0,3,0,3,5,1,win_A,UD,,,58,56,58,56
21,21,178,,180,,southpaw,southpaw,150,150,10,5,0,0,0,0,5,2,win_A,PTS,,,58,56,,
21,24,178,173,180,,southpaw,southpaw,153,150,9,4,0,22,0,2,5,1,win_A,PTS,,,,,,
21,28,178,,180,,southpaw,southpaw,,,8,1,0,4,0,0,4,0,win_A,RTD,,,,,,
21,33,178,,180,,southpaw,southpaw,,,7,2,0,3,0,0,4,0,win_A,PTS,,,,,,
21,28,178,,180,,southpaw,southpaw,,,6,3,0,9,0,2,3,0,win_A,TKO,,,,,,
20,32,178,173,180,,southpaw,southpaw,152,152,5,1,0,8,0,1,2,1,win_A,TKO,,,,,,
20,21,178,172,180,,southpaw,southpaw,,,4,0,0,0,0,0,2,0,win_A,PTS,,,,,,
20,38,178,180,180,,southpaw,southpaw,,,3,3,0,36,0,0,1,2,win_A,TKO,,,,,,
20,20,178,,180,,southpaw,southpaw,152,150,2,0,0,1,0,0,1,0,win_A,PTS,,,,,,
20,29,178,,180,,southpaw,southpaw,151,,1,0,0,7,0,0,0,0,win_A,TKO,,,,,,
20,26,178,,180,,southpaw,southpaw,151,146,0,0,0,4,0,1,0,0,win_A,PTS,,,,,,
31,29,170,170,170,,orthodox,orthodox,,,21,14,0,1,0,0,17,9,win_B,UD,88,99,88,99,88,99
29,28,170,173,,178,orthodox,orthodox,,,14,25,0,4,0,1,9,17,win_B,SD,93,97,96,94,93,97
28,30,170,165,,,orthodox,orthodox,,,13,31,0,9,0,3,9,13,win_A,UD,98,91,99,90,98,91
28,24,170,175,,177,orthodox,orthodox,,,12,16,0,0,0,0,8,7,win_A,RTD,,,,,,
28,34,170,,,,orthodox,orthodox,,,11,24,0,7,0,0,8,15,win_A,UD,80,72,80,72,80,72
28,23,170,173,,173,orthodox,orthodox,,,10,15,0,7,0,1,7,11,win_A,KO,,,,,,
27,23,170,,,,orthodox,orthodox,,141,9,11,0,7,0,2,6,7,win_A,TKO,,,,,,
27,26,170,178,,,orthodox,orthodox,,,8,5,0,2,0,0,5,2,win_A,TKO,,,,,,
26,31,170,169,,,orthodox,orthodox,,,7,14,0,10,0,1,5,2,win_A,DQ,,,,,,
26,31,170,,,,orthodox,orthodox,,,6,13,0,4,0,1,4,9,win_A,TKO,,,,,,
26,27,170,174,,,orthodox,orthodox,,,5,17,0,1,0,1,3,9,win_A,TKO,,,,,,
26,25,170,,,,orthodox,orthodox,,145,4,12,0,7,0,1,3,6,win_A,UD,80,72,80,72,80,72
26,,170,,,,orthodox,orthodox,,,3,2,0,0,0,0,3,0,win_A,UD,60,52,60,54,60,54
26,18,170,,,,orthodox,orthodox,,,2,7,0,2,0,3,2,1,win_A,RTD,,,,,,
25,29,170,,,,orthodox,orthodox,,,1,6,0,6,0,0,1,4,win_A,TKO,,,,,,
25,28,170,,,,orthodox,orthodox,143,,0,6,0,3,0,0,0,1,win_A,TKO,,,,,,
32,33,170,167,,,orthodox,orthodox,,,28,21,7,8,0,1,19,9,win_A,TKO,,,,,,
31,25,170,160,,,orthodox,orthodox,115,,27,18,7,7,0,3,19,8,win_A,TD,68,65,68,65,67,66
31,31,170,166,,,orthodox,orthodox,115,115,26,13,7,2,0,1,18,9,win_A,KO,59,55,59,55,57,57
31,,170,,,,orthodox,orthodox,117,,25,1,7,0,0,0,17,0,win_A,KO,,,,,,
30,17,170,,,,orthodox,orthodox,,,24,0,7,2,0,0,16,0,win_A,TKO,,,,,,
24,30,173,170,,,orthodox,orthodox,,115,21,24,0,6,0,0,11,16,win_A,MD,97,95,96,94,96,96
29,29,170,160,,,orthodox,orthodox,117,116,23,22,6,14,0,3,16,8,win_A,UD,,,,,,
29,29,170,165,,,orthodox,orthodox,,,22,14,6,7,0,2,15,4,win_A,KO,,,,,,
29,31,170,164,,,orthodox,orthodox,,117,21,8,6,13,0,3,14,2,win_A,TKO,,,,,,
28,25,170,,,,orthodox,orthodox,,117,20,11,6,5,0,1,14,8,win_A,MD,,,,,,
28,34,170,164,,,orthodox,orthodox,117,,19,14,6,11,0,3,13,7,win_A,TKO,,,,,,
28,19,170,,,,orthodox,orthodox,117,,18,0,6,0,0,0,12,0,win_A,KO,,,,,,
27,21,170,,,,orthodox,orthodox,117,,17,0,6,1,0,0,11,0,win_A,KO,,,,,,
28,27,165,170,,,orthodox,orthodox,,,32,17,8,5,1,0,19,11,win_A,TKO,,,,,,
26,29,170,165,,,orthodox,orthodox,118,,16,7,5,1,0,0,10,4,win_A,TKO,,,,,,
26,33,170,166,,,orthodox,orthodox,118,,15,24,5,10,0,2,9,4,win_A,TKO,,,,,,
26,20,170,168,,,orthodox,orthodox,,,14,10,5,0,0,0,8,5,win_A,TKO,,,,,,
25,23,170,165,,,orthodox,orthodox,118,118,13,10,5,2,0,0,8,2,win_A,SD,,,,,,
22,25,,170,,,orthodox,orthodox,118,,7,13,3,4,2,0,4,8,win_A,SD,,,,,,
24,24,170,165,,,orthodox,orthodox,,,12,3,4,0,0,0,8,3,win_A,MD,,,,,,
24,28,170,165,,,orthodox,orthodox,118,118,11,13,4,5,0,4,8,4,win_A,UD,,,,,,
24,28,170,169,,,orthodox,orthodox,118,118,10,6,4,1,0,1,7,3,win_A,TKO,,,,,,
24,27,170,,,,orthodox,orthodox,118,118,9,8,4,4,0,1,6,0,win_A,TKO,,,,,,
23,25,170,167,,,orthodox,orthodox,,118,8,6,4,2,0,0,5,2,win_A,TKO,,,,,,
26,23,170,170,174,,southpaw,southpaw,118,118,6,8,0,3,2,0,2,5,win_A,TKO,,,,,,
23,28,170,166,,,orthodox,orthodox,,,7,6,3,2,0,1,4,3,win_A,KO,,,,,,
22,24,170,163,,,orthodox,orthodox,118,118,6,5,3,1,0,1,3,1,win_A,KO,,,,,,
24,22,170,170,,,orthodox,orthodox,115,,6,6,0,2,1,0,0,3,win_A,UD,,,,,,
22,21,170,163,,,orthodox,orthodox,115,,5,5,2,0,0,0,2,1,win_A,TKO,,,,,,
22,26,170,163,,,orthodox,orthodox,,115,4,4,2,0,0,0,1,4,win_A,TKO,,,,,,
21,23,170,162,,,orthodox,orthodox,115,,3,1,2,0,0,1,1,0,win_A,UD,,,,,,
21,22,170,169,,,orthodox,orthodox,115,,2,2,2,1,0,0,1,2,win_A,UD,,,,,,
26,21,165,170,,,southpaw,southpaw,,,3,2,1,1,0,0,0,1,win_A,TKO,,,,,,
20,21,163,170,,,orthodox,orthodox,,113,2,2,0,0,0,0,1,1,win_A,UD,,,,,,
20,19,170,162,,,orthodox,orthodox,,,1,1,0,0,0,0,0,1,win_A,KO,,,,,,
19,23,170,166,,,orthodox,orthodox,,,0,1,0,0,0,0,0,0,win_A,UD,,,,,,
27,32,185,177,194,183,orthodox,orthodox,153,,20,30,0,3,0,0,14,17,win_A,RTD,96,94,97,93,96,94
26,30,183,177,187,183,orthodox,orthodox,154,,23,30,0,2,0,0,18,17,win_A,UD,116,112,115,113,116,112
29,30,177,170,183,173,southpaw,southpaw,156,156,29,24,2,3,0,1,16,14,win_A,KO,,,,,,
29,33,177,180,183,,southpaw,southpaw,157,,28,20,2,3,0,0,15,14,win_A,RTD,,,,,,
29,27,177,182,183,180,southpaw,southpaw,156,,27,18,2,3,0,2,14,14,win_A,RTD,,,,,,
28,36,177,178,183,176,southpaw,southpaw,154,154,26,40,2,3,0,1,14,26,win_A,UD,97,90,97,90,97,90
30,28,175,177,188,183,southpaw,southpaw,,,18,26,1,1,2,0,12,14,win_A,UD,118,109,117,110,117,110
27,22,177,175,183,179,southpaw,southpaw,,,26,41,0,0,0,1,14,30,win_B,UD,112,115,109,118,111,116
27,32,177,170,183,170,southpaw,southpaw,154,,25,37,0,3,0,0,14,30,win_A,UD,117,111,117,111,119,109
26,32,177,183,183,185,southpaw,southpaw,,151,24,26,0,5,0,3,14,14,win_A,UD,117,111,118,110,120,108
26,33,177,178,183,178,southpaw,southpaw,154,,23,15,0,4,0,2,13,7,win_A,TKO,,,,,,
25,33,177,188,183,198,southpaw,southpaw,154,154,22,40,0,12,0,0,13,23,win_A,UD,119,109,117,110,118,109
33,25,180,177,,183,southpaw,southpaw,154,154,27,21,2,0,0,0,20,13,win_B,UD,,,108,119,108,119
24,29,177,,183,,southpaw,southpaw,,,20,13,0,10,0,0,13,7,win_A,UD,120,108,120,108,120,108
23,24,177,182,183,,southpaw,southpaw,154,154,19,11,0,1,0,1,13,8,win_A,MD,,,106,102,105,105
23,34,177,183,183,188,southpaw,southpaw,,155,18,20,0,17,0,2,13,13,win_A,UD,,,,,,
23,,177,178,183,,southpaw,southpaw,,,17,11,0,5,0,2,13,3,win_A,UD,78,74,79,73,80,72
23,25,177,178,183,165,southpaw,southpaw,154,154,16,9,0,4,0,0,12,3,win_A,TKO,,,,,,
23,30,177,,183,,southpaw,southpaw,164,168,15,15,0,13,0,1,11,10,win_A,RTD,,,,,,
22,29,177,175,183,,southpaw,southpaw,,,14,9,0,0,0,2,11,4,win_A,UD,80,72,80,72,80,72
22,26,177,,183,,southpaw,southpaw,,,13,8,0,38,0,2,10,1,win_A,TKO,,,,,,
22,26,177,168,183,178,southpaw,southpaw,157,160,12,16,0,5,0,1,10,13,win_A,UD,60,54,60,54,60,54
22,19,177,,183,,southpaw,southpaw,163,155,11,1,0,0,0,0,9,1,win_A,TKO,,,,,,
21,31,177,168,183,175,southpaw,southpaw,154,155,10,13,0,5,0,0,8,9,win_A,TKO,,,,,,
21,33,177,,183,,southpaw,southpaw,,,9,10,0,20,0,1,8,7,win_A,UD,60,54,60,54,60,54
21,29,177,175,183,,southpaw,southpaw,156,,8,4,0,4,0,1,8,3,win_A,UD,60,54,60,54,59,55
21,30,177,175,183,,southpaw,southpaw,,,7,19,0,9,0,1,7,15,win_A,KO,,,,,,
21,35,177,183,183,,southpaw,southpaw,,167,6,6,0,17,0,1,6,1,win_A,KO,,,,,,
21,19,177,,183,,southpaw,southpaw,157,165,5,0,0,0,0,0,5,0,win_A,TKO,,,,,,
20,38,177,180,183,,southpaw,southpaw,158,,4,9,0,14,0,4,4,6,win_A,KO,,,,,,
20,19,177,,183,,southpaw,southpaw,161,160,3,0,0,2,0,0,3,0,win_A,TKO,,,,,,
20,26,177,,183,,southpaw,southpaw,,156,2,0,0,3,0,0,2,0,win_A,TKO,,,,,,
20,,177,,183,,southpaw,southpaw,165,,1,0,0,0,0,0,1,0,win_A,TKO,,,,,,
19,34,177,168,183,,southpaw,southpaw,,,0,14,0,44,0,5,0,1,win_A,TKO,,,,,,
29,34,158,160,166,165,orthodox,orthodox,,,35,25,2,5,0,0,12,13,win_A,TKO,,,,,,
33,32,160,155,165,161,orthodox,orthodox,,,24,31,5,5,0,0,12,12,win_A,TKO,109,100,109,98,110,99
33,26,160,163,165,168,orthodox,orthodox,,,23,13,5,6,0,3,12,10,win_A,SD,115,113,116,113,113,115
32,24,160,162,165,174,orthodox,orthodox,,,22,24,5,2,0,1,12,19,win_A,UD,120,107,117,111,119,109
32,32,160,,165,,orthodox,orthodox,112,112,21,2,5,2,0,0,11,1,win_A,KO,,,,,,
32,31,160,,165,,orthodox,orthodox,115,115,20,1,5,11,0,0,10,0,win_A,TKO,10,8,10,8,10,8
25,31,163,160,170,165,orthodox,orthodox,,,23,20,1,4,1,0,15,10,win_A,KO,58,56,57,57,57,57
27,31,160,160,163,165,orthodox,orthodox,112,112,39,20,0,3,0,0,33,10,win_A,TKO,79,72,80,71,79,72
31,28,160,163,165,169,orthodox,orthodox,112,,19,15,3,3,0,0,9,8,win_A,KO,76,76,77,75,77,76
30,34,160,161,165,170,orthodox,orthodox,,112,18,49,3,7,0,0,9,29,win_A,UD,116,112,117,111,117,111
30,28,160,166,165,172,orthodox,orthodox,112,112,17,32,3,5,0,1,9,23,win_A,UD,116,110,115,111,116,110
30,29,160,167,165,171,orthodox,orthodox,112,112,16,17,3,1,0,1,9,10,win_A,UD,115,110,116,109,117,108
29,27,160,,165,,orthodox,orthodox,110,,15,15,3,4,0,3,8,3,win_A,KO,,,,,,
23,29,165,160,169,165,orthodox,orthodox,105,105,9,15,0,2,0,0,6,8,win_A,UD,115,114,115,113,115,113
28,33,160,157,165,160,orthodox,orthodox,105,105,14,23,2,3,0,1,7,16,win_A,TKO,87,84,88,83,88,83
28,26,160,154,165,,orthodox,orthodox,,105,13,13,2,3,0,0,7,7,win_A,UD,,,,,,
27,28,160,166,165,,orthodox,orthodox,105,105,12,10,2,1,0,1,7,4,win_A,UD,,,,,,
26,27,160,155,165,,orthodox,orthodox,105,105,11,19,2,3,0,1,7,12,win_A,UD,,,,,,
26,29,160,162,165,,orthodox,orthodox,,105,10,17,2,6,0,1,7,4,win_A,UD,,,,,,
26,22,160,160,165,161,orthodox,orthodox,108,,9,0,2,0,0,0,6,0,win_A,TKO,,,,,,
25,28,160,,165,,orthodox,orthodox,,,8,8,2,3,0,2,6,2,win_A,UD,,,,,,
29,25,,160,,165,southpaw,southpaw,105,,10,7,1,1,2,0,3,5,win_A,MD,,,,,,
25,28,160,160,165,,orthodox,orthodox,105,105,6,7,1,6,0,2,5,3,win_A,UD,,,,,,
28,24,161,160,157,165,orthodox,orthodox,,105,17,6,1,0,0,0,6,5,win_A,UD,119,107,119,107,118,108
23,18,160,157,165,,orthodox,orthodox,105,105,5,4,0,1,0,0,4,2,win_A,KO,,,,,,
23,23,160,,165,,orthodox,orthodox,,,4,4,0,8,0,0,3,3,win_A,KO,,,,,,
22,31,160,157,165,,orthodox,orthodox,,,3,13,0,8,0,1,3,5,win_A,UD,,,,,,
22,22,160,158,165,,orthodox,orthodox,106,106,2,0,0,5,0,0,2,0,win_A,KO,,,,,,
22,,160,,165,,orthodox,orthodox,,,1,0,0,0,0,0,1,0,win_A,KO,,,,,,
22,27,160,165,165,,orthodox,orthodox,106,106,0,8,0,8,0,1,0,1,win_A,KO,,,,,,
30,27,,,,,orthodox,orthodox,,,24,19,1,1,0,1,13,3,win_A,TKO,,,,,,
29,28,,175,,,orthodox,orthodox,167,,23,24,1,3,0,0,13,12,win_A,SD,114,115,116,113,115,114
29,26,,179,,184,orthodox,orthodox,,166,22,33,1,12,0,0,12,10,win_A,TKO,,,,,,
28,30,,185,,188,orthodox,orthodox,,167,21,24,1,4,0,3,12,6,win_A,SD,114,113,113,115,114,113
25,28,191,,,,orthodox,orthodox,167,,17,21,0,0,0,0,12,12,win_A,TKO,,,,,,
27,33,,180,,185,orthodox,orthodox,167,168,20,23,0,9,0,0,11,14,win_A,TKO,,,,,,
27,30,,184,,,orthodox,orthodox,,,19,19,0,18,0,0,11,13,win_A,PTS,,,80,72,,
26,35,,181,,188,orthodox,orthodox,,167,18,30,0,3,0,0,10,22,win_A,TKO,,,,,,
26,36,,180,,,orthodox,orthodox,,166,17,21,0,5,0,0,10,15,win_A,UD,120,108,120,108,120,108
26,23,,,,,orthodox,orthodox,,,16,14,0,1,0,2,9,5,win_A,TKO,,,,,,
26,30,,178,,,orthodox,orthodox,,,15,19,0,5,0,0,8,15,win_A,TKO,,,,,,
25,28,,,,,orthodox,orthodox,179,,14,2,0,8,0,1,8,2,win_A,PTS,,,40,36,,
25,22,,186,,,orthodox,orthodox,,171,13,11,0,3,0,0,7,6,win_A,KO,,,,,,
25,25,,178,,,orthodox,orthodox,168,165,12,10,0,5,0,0,6,5,win_A,TKO,,,,,,
25,29,,180,,,orthodox,orthodox,,,11,16,0,5,0,0,5,5,win_A,TKO,,,,,,
24,36,,175,,,orthodox,orthodox,176,,10,12,0,1,0,0,4,9,win_A,TKO,,,,,,
24,37,,180,,,orthodox,orthodox,,,9,13,0,20,0,1,3,4,win_A,RTD,,,,,,
24,37,,,,,orthodox,orthodox,,,8,4,0,6,0,0,3,3,win_A,PTS,,,60,54,,
24,31,,180,,,orthodox,orthodox,,170,7,6,0,7,0,1,3,0,win_A,PTS,,,60,54,,
23,26,,189,,,orthodox,orthodox,,,6,9,0,47,0,2,3,3,win_A,PTS,,,60,56,,
32,23,173,,,,orthodox,orthodox,171,,16,3,3,0,1,0,11,0,win_B,TKO,,,,,,
31,23,183,,,,orthodox,orthodox,171,171,8,4,2,0,1,0,1,0,win_B,TKO,,,,,,
22,23,,,,,orthodox,orthodox,171,,6,5,0,0,1,0,0,0,win_B,RTD,,,,,,
23,30,,178,,,orthodox,orthodox,177,178,2,6,0,4,0,0,0,2,win_A,PTS,,,40,36,,
23,22,,185,,,orthodox,orthodox,175,172,1,2,0,4,0,2,0,0,win_A,PTS,,,60,55,,
23,25,,178,,,orthodox,orthodox,171,168,0,3,0,28,0,3,0,1,win_A,PTS,,,60,54,,
27,30,183,175,187,183,orthodox,orthodox,,,25,29,0,4,0,2,19,16,win_A,TKO,,,,,,
30,27,175,,183,,southpaw,southpaw,161,,28,26,4,18,2,3,15,8,win_A,KO,,,,,,
29,31,175,168,183,173,southpaw,southpaw,,165,27,17,4,18,2,1,14,13,win_A,TKO,,,,,,
29,23,175,,183,,southpaw,southpaw,,,26,17,4,8,2,3,14,9,win_A,UD,95,94,96,93,,
28,35,175,180,183,,southpaw,southpaw,,,25,29,4,13,2,3,13,8,win_A,KO,,,,,,
27,32,175,178,183,180,southpaw,southpaw,,,24,31,4,5,2,0,12,20,win_A,KO,,,,,,
27,25,175,,183,,southpaw,southpaw,,,23,19,4,13,2,2,11,3,win_A,TKO,,,,,,
27,27,175,,183,,southpaw,southpaw,,,22,10,4,4,2,3,10,3,win_A,TKO,,,,,,
26,27,175,,183,,southpaw,southpaw,,,21,29,4,1,2,0,9,13,win_A,KO,,,,,,
24,26,,175,,183,orthodox,orthodox,,,16,21,8,3,2,2,2,9,win_A,MD,,,,,,
26,22,175,185,183,191,southpaw,southpaw,,,20,9,3,0,2,0,9,4,win_A,DQ,,,,,,
25,23,175,,183,,southpaw,southpaw,,,19,13,3,7,2,2,9,1,win_A,MD,,75,76,75,76,76
25,25,,175,,183,orthodox,orthodox,156,,25,19,0,2,0,2,13,9,win_A,UD,115,111,114,112,115,111
25,28,175,,183,,southpaw,southpaw,158,,19,12,2,5,1,1,9,3,draw,SD,59,57,58,59,58,58
24,28,175,,183,,southpaw,southpaw,158,,18,19,2,6,1,2,9,9,win_A,UD,60,53,60,54,60,54
24,22,175,,183,,southpaw,southpaw,,159,18,9,2,6,0,1,9,0,draw,SD,,,,,,
24,31,175,184,183,,southpaw,southpaw,,,17,17,2,5,0,2,9,11,win_A,UD,,,,,,
24,34,175,175,183,,southpaw,southpaw,,,16,37,2,18,0,4,8,20,win_A,KO,,,,,,
25,23,182,175,,183,orthodox,orthodox,,,13,16,2,1,1,0,10,8,win_A,UD,99,92,99,91,99,91
28,23,182,175,,183,orthodox,orthodox,,,29,16,0,0,0,0,10,8,win_A,UD,117,111,117,111,116,112
23,27,175,,183,,southpaw,southpaw,,159,15,17,0,6,0,3,8,6,win_A,UD,96,92,98,91,98,90
23,25,175,,183,,southpaw,southpaw,,159,14,10,0,1,0,0,7,8,win_A,KO,,,,,,
22,35,175,,183,,southpaw,southpaw,,,13,3,0,5,0,3,7,2,win_A,UD,,,,,,
22,26,175,174,183,179,southpaw,southpaw,,,12,9,0,0,0,0,7,3,win_A,UD,,,,,,
22,35,175,,183,,southpaw,southpaw,,159,11,1,0,4,0,3,7,1,win_A,UD,79,72,79,,80,
22,25,175,,183,,southpaw,southpaw,,158,10,17,0,4,0,1,7,9,win_A,UD,76,,,77,78,74
22,24,175,,183,,southpaw,southpaw,,,9,7,0,9,0,2,6,2,win_A,KO,,,,,,
21,28,175,,183,,southpaw,southpaw,,,8,3,0,5,0,2,5,2,win_A,TKO,,,,,,
21,25,175,,183,,southpaw,southpaw,156,156,7,8,0,0,0,1,4,5,win_A,TKO,,,,,,
21,36,175,,183,,southpaw,southpaw,160,168,6,6,0,9,0,1,3,2,win_A,RTD,,,,,,
21,24,175,,183,,southpaw,southpaw,,,5,6,0,5,0,0,2,2,win_A,TKO,,,,,,
21,31,175,,183,,southpaw,southpaw,,,4,2,0,6,0,0,1,0,win_A,RTD,,,,,,
20,22,175,,183,,southpaw,southpaw,157,,3,4,0,5,0,0,0,0,win_A,TKO,,,,,,
20,26,175,,183,,southpaw,southpaw,,159,2,1,0,13,0,1,0,0,win_A,UD,40,37,40,,,37
20,32,175,,183,,southpaw,southpaw,,,1,0,0,0,0,0,0,0,win_A,UD,,,,,,
20,33,175,,183,,southpaw,southpaw,157,,0,1,0,2,0,0,0,1,win_A,UD,,,,,,
36,,170,,172,,orthodox,orthodox,126,,29,9,3,1,0,0,17,6,win_B,MD,94,96,95,95,93,97
35,22,170,166,172,,orthodox,orthodox,126,,28,13,3,1,0,2,17,11,win_A,UD,100,91,99,92,98,92
34,21,170,,172,,orthodox,orthodox,,126,27,16,3,1,0,2,16,12,win_A,KO,,,,,,
33,28,170,163,172,,orthodox,orthodox,,,26,18,3,3,0,0,16,5,win_A,UD,120,108,,111,118,
33,31,170,166,172,173,orthodox,orthodox,,126,26,32,2,2,0,0,16,21,win_B,TD,46,49,46,49,46,49
34,32,169,170,175,172,orthodox,orthodox,,126,48,25,0,2,3,0,22,15,win_B,RTD,57,56,56,58,55,58
25,32,170,170,173,172,orthodox,orthodox,126,,30,24,2,2,0,0,23,14,win_B,TKO,102,107,101,108,102,107
31,,170,,172,,orthodox,orthodox,,,23,4,2,8,0,1,13,1,win_A,KO,,,,,,
31,,170,,172,,orthodox,orthodox,,,23,14,1,9,0,2,13,7,win_B,SD,,,,,,
28,30,182,170,178,172,orthodox,orthodox,,,22,22,8,1,4,0,17,13,win_B,UD,112,116,112,116,112,116
30,31,170,168,172,168,orthodox,orthodox,120,125,21,27,1,12,0,1,12,21,win_A,KO,,,,,,
28,27,170,165,172,,orthodox,orthodox,118,,20,47,1,15,0,5,12,17,win_A,UD,118,114,118,110,117,111
27,26,170,,172,,orthodox,orthodox,118,115,19,14,1,3,0,2,11,2,win_A,TKO,,,,,,
27,28,170,,172,,orthodox,orthodox,,,18,17,1,5,0,0,11,14,win_A,UD,,,,,,
26,24,170,,172,,orthodox,orthodox,,118,17,9,1,1,0,1,10,8,win_A,TKO,,,,,,
26,35,170,,172,,orthodox,orthodox,118,,16,19,1,12,0,2,9,13,win_A,TKO,,,,,,
26,26,168,170,171,172,southpaw,southpaw,,118,21,16,2,0,0,0,7,9,win_A,UD,116,112,116,112,115,113
25,,170,,172,,orthodox,orthodox,,,15,9,0,4,0,1,8,7,win_A,TKO,,,,,,
25,,170,,172,,orthodox,orthodox,,,14,14,0,3,0,2,8,3,win_A,UD,120,110,120,110,120,108
24,,170,,172,,orthodox,orthodox,,,13,5,0,1,0,0,7,1,win_A,TKO,,,,,,
24,,170,,172,,orthodox,orthodox,,117,12,8,0,3,0,1,6,6,win_A,TKO,,,,,,
24,,170,,172,,orthodox,orthodox,,,11,14,0,8,0,2,5,4,win_A,TKO,,,,,,
24,,170,,172,,orthodox,orthodox,117,,10,20,0,3,0,1,5,12,win_A,UD,116,111,116,112,116,113
23,,170,,172,,orthodox,orthodox,,,9,9,0,7,0,1,5,5,win_A,PTS,,,,,,
23,,170,,172,,orthodox,orthodox,,,8,8,0,5,0,0,5,6,win_A,PTS,,,,,,
23,,170,,172,,orthodox,orthodox,118,,7,6,0,5,0,1,5,1,win_A,PTS,,,,,,
,22,,170,,172,,,,118,9,6,1,0,1,0,2,5,win_B,PTS,,,,,,
22,,170,,172,,orthodox,orthodox,,,5,1,0,1,0,1,4,0,win_A,KO,,,,,,
21,,170,,172,,orthodox,orthodox,,,4,2,0,1,0,0,3,0,win_A,KO,,,,,,
21,,170,,172,,orthodox,orthodox,,,3,1,0,0,0,0,2,0,win_A,TKO,,,,,,
21,,170,,172,,orthodox,orthodox,,119,2,0,0,1,0,0,1,0,win_A,KO,,,,,,
21,,170,,172,,orthodox,orthodox,,,1,0,0,0,0,0,0,0,win_A,TKO,,,,,,
21,,170,,172,,orthodox,orthodox,,,0,0,0,0,0,1,0,0,win_A,PTS,,,,,,
22,35,168,164,,,orthodox,orthodox,,,10,33,0,6,0,2,4,17,win_A,UD,96,93,95,94,95,94
21,,168,,,,orthodox,orthodox,,,9,12,0,1,0,0,4,6,win_A,UD,78,72,78,72,78,72
21,31,168,170,,,orthodox,orthodox,,,8,10,0,1,0,0,3,4,win_A,RTD,76,73,76,73,76,73
20,20,168,170,,,orthodox,orthodox,,,7,9,0,0,0,0,3,8,win_A,UD,78,72,79,71,80,70
20,24,168,,,,orthodox,orthodox,130,,6,2,0,3,0,0,2,2,win_A,RTD,,,,,,
20,27,168,170,,,orthodox,orthodox,,,5,0,0,5,0,0,1,0,win_A,TKO,,,,,,
20,22,168,,,,orthodox,orthodox,,,4,1,0,2,0,0,1,0,win_A,UD,80,72,80,72,80,72
20,22,168,175,,,orthodox,orthodox,135,,3,1,0,1,0,1,1,1,win_A,UD,59,55,60,54,60,54
24,19,168,168,,,orthodox,orthodox,130,,0,2,2,0,0,0,0,1,win_B,UD,36,40,36,40,36,40
19,19,168,170,,,orthodox,orthodox,,,1,0,0,0,0,0,0,0,win_A,TKO,,,,,,
19,18,168,170,,,orthodox,orthodox,,132,0,0,0,0,0,0,0,0,win_A,UD,40,36,40,36,40,36
27,34,182,175,182,178,orthodox,orthodox,,,26,28,3,7,1,2,6,8,win_A,UD,98,91,98,93,96,93
27,40,182,175,182,,orthodox,orthodox,150,,25,16,3,10,1,1,6,5,win_A,UD,79,73,79,73,78,74
27,27,182,178,182,,orthodox,orthodox,150,149,24,15,3,11,1,3,6,7,win_A,UD,,,,,,
28,26,175,182,,182,orthodox,orthodox,,,23,24,1,2,0,1,12,6,win_A,SD,113,112,112,113,114,112
26,38,182,180,182,178,orthodox,orthodox,,,23,33,2,3,1,0,5,15,win_A,KO,,,,,,
25,28,182,,182,,orthodox,orthodox,,,22,13,2,6,1,0,5,1,win_A,MD,59,55,58,55,57,57
27,25,175,182,173,182,orthodox,orthodox,,,12,22,0,1,1,1,8,5,win_A,UD,97,93,99,92,98,92
25,41,182,170,182,170,orthodox,orthodox,145,,21,43,1,7,1,2,5,23,win_A,SD,116,110,112,115,118,109
